Time,Walferdange_Q,Walferdange_Depth,Steinsel_Q,Steinsel_Depth,Pfaffenthal_Q,Pfaffenthal_Depth,Livange_Q,Livange_Depth,Hesperange_Q,Hesperange_Depth
2021-07-13 00:00:00,0.4284199606627226,1.2339999675750732,0.15050495974719524,2.631999969482422,0.7852428779006004,2.2980000972747803,0.10796691291034222,1.9210000038146973,0.23774892440997064,1.8070000410079956
2021-07-13 06:00:00,11.424063444137573,0.5690000057220459,9.395162761211395,1.3739999532699585,12.028568089008331,1.2869999408721924,0.23994200862944126,0.4259999990463257,16.636077761650085,1.4950000047683716
2021-07-13 12:00:00,8.038964420557022,0.40799999237060547,5.573095679283142,0.9229999780654907,16.113264560699463,1.5110000371932983,0.03000000142492354,0.25999999046325684,13.635430932044983,1.4040000438690186
2021-07-13 18:00:00,19.875890016555786,1.0889999866485596,16.080503463745117,1.9420000314712524,20.51764965057373,1.9329999685287476,3.247435614466667,1.2239999771118164,19.79502022266388,1.725000023841858
2021-07-14 00:00:00,34.77384865283966,1.8259999752044678,24.803478717803955,2.7829999923706055,51.705899238586426,3.0250000953674316,11.572583317756653,1.8940000534057617,26.573681235313416,2.065000057220459
2021-07-14 06:00:00,34.665844440460205,1.8990000486373901,28.72976791113615,2.990000009536743,39.261929988861084,2.632999897003174,19.589499533176422,2.1050000190734863,27.883743047714233,2.134999990463257
2021-07-14 12:00:00,23.380134105682373,1.3910000324249268,19.560630321502686,2.437000036239624,34.322569370269775,2.4200000762939453,17.151281237602234,2.059000015258789,33.95885705947876,2.3480000495910645
2021-07-14 18:00:00,34.77323293685913,1.8359999656677246,24.88477025530301,2.799999952316284,53.04510951042175,3.0339999198913574,12.259726226329803,1.9249999523162842,39.03990030288696,2.553999900817871
2021-07-15 00:00:00,88.2461667060852,2.7330000400543213,60.838449001312256,3.5139999389648438,124.37523365020752,4.732999801635742,29.68822717666626,2.247999906539917,65.36053895950317,3.319000005722046
2021-07-15 06:00:00,101.62661552429199,2.943000078201294,80.93085825443268,3.7149999141693115,154.40081596374512,5.326000213623047,98.92940044403076,2.825000047683716,106.22960805892944,4.1579999923706055
2021-07-15 12:00:00,100.39655923843384,2.9159998893737793,77.83402800559998,3.684000015258789,177.7093267440796,5.7270002365112305,85.7163679599762,2.7309999465942383,162.73109436035156,5.125
2021-07-15 18:00:00,103.30555438995361,2.9670000076293945,83.09385061264038,3.7330000400543213,176.19666576385498,5.75,44.303061962127686,2.3970000743865967,143.51483821868896,4.877999782562256
2021-07-16 00:00:00,96.46266460418701,2.86899995803833,75.31047880649567,3.6610000133514404,144.09765243530273,5.068999767303467,32.91784405708313,2.2850000858306885,105.20520210266113,4.224999904632568
2021-07-16 06:00:00,81.52337074279785,2.6649999618530273,60.35029351711273,3.510999917984009,103.35731029510498,4.25600004196167,26.432586908340454,2.2079999446868896,72.9798436164856,3.572999954223633
2021-07-16 12:00:00,57.494364976882935,2.3489999771118164,44.65911477804184,3.3299999237060547,68.4621524810791,3.446000099182129,20.85725426673889,2.127000093460083,49.069563150405884,2.9030001163482666
2021-07-16 18:00:00,34.716339111328125,1.8940000534057617,28.27149521559477,2.9769999980926514,45.080814361572266,2.805999994277954,16.74839198589325,2.0510001182556152,36.21480584144592,2.4769999980926514
2021-07-17 00:00:00,23.30825686454773,1.4019999504089355,19.630097150802612,2.4539999961853027,34.18912649154663,2.4000000953674316,12.00618863105774,1.9149999618530273,29.349704384803772,2.2149999141693115
2021-07-17 06:00:00,18.27559769153595,1.055999994277954,15.487200021743774,2.0420000553131104,26.73243820667267,2.0940001010894775,8.257492184638977,1.7050000429153442,24.033883810043335,1.9789999723434448
